SYSTEMSTOP,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,PUBLIC_NAM,CENSUS_TRACT
6721.0,SEDGWICK,EVERGREEN (north leg),NB,NS,37,,CHICAGO,Sedgwick & Evergreen,17031080300
3194.0,CALIFORNIA,ALTGELD,NB,NS,94,,CHICAGO,California & Altgeld,17031220300
6893.0,CERMAK,47TH AVENUE,WB,NS,"21,54B",,CICERO,Cermak & 47th Avenue,
11425.0,FOREST PRES AVE,7000 WEST,SWB,MB,78,,NORRIDGE,7000 W Forest Preserve Avenue,17031810501
9801.0,HIGGINS,MAJOR,NWB,NS,88,,CHICAGO,Higgins & Major,17031110400
9904.0,NORTHWEST HWY,6487 NORTH,NWB,MB,68,,CHICAGO,6487 N Northwest Hwy,17031090200
15454.0,ARCHER,MELVINA,NEB,FT,"62,62H",,CHICAGO,Archer & Melvina,17031560800
7563.0,130TH STREET,DANIEL DRIVE,EB,NS,"34,108",N34,CHICAGO,130th Street & Daniel Drive,17031540100
12460.0,119TH STREET,PERRY,EB,NS,119,,CHICAGO,119th Street & Perry,17031530500
4584.0,55TH STREET,LONG,EB,NT,"55A,55N",,CHICAGO,55th Street & Long,17031561200
15471.0,63RD STREET,SPRINGFIELD,EB,FS,63,N63,CHICAGO,63rd Street & Springfield,17031650300
3734.0,LAWRENCE,KENTON,EB,NS,81,N81,CHICAGO,Lawrence & Kenton,17031160100
8167.0,47TH STREET,THROOP,EB,NS,47,,CHICAGO,47th Street & Throop,17031611100
1939.0,CLARK,AINSLIE,NB,NT,22,N22,CHICAGO,Clark & Ainslie,17031031100
2180.0,KING DRIVE,2800 SOUTH,NB,MB,3,,CHICAGO,2800 S King Drive,17031350100
10817.0,YATES,72ND STREET,NB,NS,71,,CHICAGO,Yates & 72nd Street,17031430700
4193.0,CALIFORNIA,16TH STREET,NB,NS,94,,CHICAGO,California & 16th Street,17031291600
9985.0,KEDZIE,92ND STREET,NB,NS,52A,,EVERGREEN PARK,Kedzie & 92nd Street,
9280.0,BELMONT,RAVENSWOOD,EB,NS,77,N77,CHICAGO,Belmont & Ravenswood,17031051300
9972.0,KEDZIE,105TH STREET,NB,NS,52A,,CHICAGO,Kedzie & 105th Street,17031740100
18308.0,WESTERN,DEVON,NB,FS,49B,,CHICAGO,Western & Devon,17031020500
18309.0,WESTERN,DEVON,SB,FS,49B,,CHICAGO,Western & Devon,17031020800
18310.0,WESTERN,TOUHY,NB,FS,49B,,CHICAGO,Western & Touhy,17031020100
18311.0,WESTERN,FOSTER,SB,FS,"49,49B,X49",N49,CHICAGO,Western & Foster,17031040200
18312.0,WESTERN,77TH STREET,NB,FS,49,N49,CHICAGO,Western & 77th Street,17031700100
18313.0,WESTERN,HIRSCH,SB,FS,49,N49,CHICAGO,Western & Hirsch,17031241100
18475.0,NORTH AVENUE,KOLMAR,EB,FT,72,,CHICAGO,North Ave & Kolmar,17031230600
18476.0,NORTH AVENUE,KEELER (east leg),EB,FT,72,,CHICAGO,North Ave & Keeler,17031230600
18477.0,NORTH AVENUE,KOLMAR,WB,FS,72,,CHICAGO,North Ave & Kolmar,17031230500
18478.0,VINCENNES,79TH STREET,NB,FS,24,,CHICAGO,Vincennes & 79th Street,17031691200
18479.0,VINCENNES,76TH STREET,SB,FS,24,,CHICAGO,Vincennes & 76th Street,17031691200
18480.0,VINCENNES,79TH STREET,SB,FS,24,,CHICAGO,Vincennes & 79th Street,17031440400
18180.0,ASHLAND,MARQUETTE RD,SB,FS,9,N9,CHICAGO,Ashland & Marquette Rd,17031671500
18181.0,ASHLAND,71ST STREET,SB,FS,9,N9,CHICAGO,Ashland & 71st Street,17031672000
18184.0,HALSTED,BLUE LINE (FOREST PARK),NB,MB,8,,CHICAGO,UIC-Halsted Blue Line Station,17031282000
18222.0,CHICAGO,CLARK,EB,FS,66,N66,CHICAGO,Chicago & Clark,17031081700
18223.0,CHICAGO,STATE,EB,FS,66,N66,CHICAGO,Chicago & State (Red Line),17031081500
18224.0,MIES VAN DER ROHE,PEARSON,NB,NS,"10,125,157",,CHICAGO,Mies Van Der Rohe & Pearson,17031081300
18289.0,CENTRAL PARK,CERMAK,SB,FS,82,,CHICAGO,Central Park & Cermak,17031300600
18290.0,43RD STREET,INDIANA,WB,FS,43,,CHICAGO,43rd Street & Indiana,17031380400
18348.0,FULLERTON,DAMEN,EB,FS,74,,CHICAGO,Fullerton & Damen,17031221800
18291.0,PERSHING,STATE,EB,FS,39,,CHICAGO,Pershing & State,17031380400
18292.0,PERSHING,VINCENNES,WB,FS,39,,CHICAGO,Pershing & Vincennes,17031351100
14049.0,KING DRIVE,115TH STREET,NB,FS,115,,CHICAGO,King Drive & 115th Street,17031491400
12936.0,PULASKI,48TH STREET,NB,NS,53A,,CHICAGO,Pulaski & 48th Street,17031570400
1260.0,FULLERTON,TRIPP,WB,NS,74,,CHICAGO,Fullerton & Tripp,17031200200
4168.0,CALIFORNIA,POPE JOHN PAUL II/43RD ST,NB,NS,94,,CHICAGO,California & Pope John Paul II/43rd St,17031580600
12165.0,103RD STREET,PERRY,EB,MT,103,,CHICAGO,103rd Street & Perry,17031491000
9552.0,GUNNISON,MOBILE,EB,MT,81W,,CHICAGO,Gunnison & Mobile,17031150500
11013.0,DIVERSEY,CAMPBELL,EB,NS,76,,CHICAGO,Diversey & Campbell,17031220200
36.0,JACKSON,2609 WEST alley,EB,NS,126,,CHICAGO,2609 W Jackson,17031271000
3741.0,LAWRENCE,SPRINGFIELD,EB,NS,81,N81,CHICAGO,Lawrence & Springfield,17031140600
10531.0,GARFIELD,THROOP,EB,FS,55,N55,CHICAGO,Garfield & Throop,17031670100
17124.0,CERMAK,47TH AVENUE,EB,NT,"21,54B",,CICERO,Cermak & 47th Avenue,
3407.0,63RD STREET,HOYNE,EB,NS,63,N63,CHICAGO,63rd Street & Hoyne,17031671400
10169.0,69TH STREET,UNION (west leg),EB,NS,67,,CHICAGO,69th Street & Union,17031681200
12856.0,PULASKI,61ST STREET,SB,NS,53A,,CHICAGO,Pulaski & 61st Street,17031650200
4430.0,ARCHER,37TH STREET,NEB,NS,"39,62",N62,CHICAGO,Archer & 37th Street,17031590500
4468.0,ARCHER,LOWE,SWB,MT,"44,62",,CHICAGO,Archer & Lowe,17031600100
3831.0,LARAMIE,POTOMAC,SB,NS,57,,CHICAGO,Laramie & Potomac,17031250700
5273.0,100TH STREET,YATES,WB,FS,"J14,15",,CHICAGO,100th Street & Yates,17031510300
250.0,HARRISON,5400 WEST,WB,MB,7,,CHICAGO,5400 W Harrison,17031252100
9627.0,AUSTIN,WEST END/RANDOLPH,NB,FS,91,,CHICAGO,Austin & West End/Randolph,17031252000
5076.0,RACINE,54TH STREET,NB,NS,44,,CHICAGO,Racine & 54th Street,17031612000
15796.0,NARRAGANSETT,MONTROSE,NB,FS,86,,CHICAGO,Narragansett & Montrose,17031150500
12697.0,DODGE,EMERSON,NB,NS,"93,206",,EVANSTON,Dodge & Emerson,
13149.0,RIDGE,HULL TERRACE,NB,NT,"201,206",,EVANSTON,Ridge & Hull Terrace,
2274.0,STATE,88TH STREET,NB,NS,29,,CHICAGO,State & 88th Street,17031440600
1948.0,CLARK,HOLLYWOOD,NB,NS,22,N22,CHICAGO,Clark & Hollywood,17031030500
9999.0,KEDZIE,78TH STREET,NB,NT,52A,,CHICAGO,Kedzie & 78th Street,17031700100
11641.0,CENTRAL,LOUISE,NB,NT,85A,,CHICAGO,Central & Louise,17031120100
3119.0,KEDZIE,46TH STREET,NB,NS,52,,CHICAGO,Kedzie & 46th Street,17031580900
12903.0,PULASKI,96TH STREET,NB,FS,53A,,EVERGREEN PARK,Pulaski & 96th Street,
6041.0,ASHLAND,JACKSON,SB,FS,"9,X9",N9,CHICAGO,Ashland & Jackson,17031281600
6328.0,BLUE ISLAND,WOLCOTT,NEB,NS,60,N60,CHICAGO,Blue Island & Wolcott,17031311400
8712.0,DAMEN,78TH STREET,NB,NS,48,,CHICAGO,Damen & 78th Street,17031710400
2156.0,KING DRIVE,46TH STREET,NB,FS,3,,CHICAGO,King Drive & 46th Street,17031380900
6510.0,WENTWORTH,ROOT,SB,NS,24,,CHICAGO,Wentworth & Root,17031370100
10352.0,CICERO,44TH STREET,SB,NS,54B,,CHICAGO,Cicero & 44th Street,17031560200
7066.0,83RD STREET,COLES,WB,NS,"N5,26,71",N5,CHICAGO,83rd Street & Coles,17031460100
7652.0,35TH STREET,ASHLAND,WB,NS,35,,CHICAGO,35th Street & Ashland,17031590100
2695.0,79TH STREET,KILPATRICK (west leg),WB,NS,79,,CHICAGO,79th Street & Kilpatrick,17031700200
9630.0,AUSTIN,LAKE,NB,FS,91,,CHICAGO,Austin & Lake,17031251400
9690.0,GUNNISON,AUSTIN,WB,FS,81W,,CHICAGO,Gunnison & Austin,17031110300
5317.0,STONY ISLAND,65TH STREET,NB,MT,"6,15,28",,CHICAGO,Stony Island & 65th Street,17031421100
17779.0,115TH STREET,HALSTED,EB,FS,115,,CHICAGO,115th Street & Halsted,17031530200
17785.0,ARMITAGE,BROWN LINE STATION,EB,MB,73,,CHICAGO,Armitage Station (Brown Line),17031071900
15.0,JACKSON,KILPATRICK,EB,FS,126,,CHICAGO,Jackson & Kilpatrick,17031252200
16051.0,JACKSON,THROOP,EB,NS,126,,CHICAGO,Jackson & Throop,17031281700
6692.0,TAYLOR,MARSHFIELD,EB,MT,157,,CHICAGO,Taylor & Marshfield,17031283000
2733.0,79TH STREET,ST. LOUIS,EB,NS,79,,CHICAGO,79th Street & St. Louis,17031700400
158.0,HARRISON,LEAMINGTON,EB,FT,7,,CHICAGO,Harrison & Leamington,17031252300
12154.0,103RD STREET,RACINE,EB,FS,103,,CHICAGO,103rd Street & Racine,17031730700
174.0,HARRISON,INDEPENDENCE,EB,FS,7,,CHICAGO,Harrison & Independence,17031270500
3400.0,63RD STREET,WASHTENAW,EB,NS,63,N63,CHICAGO,63rd Street & Washtenaw,17031660600
848.0,NORTH AVENUE,OAK PARK,EB,NS,72,,OAK PARK,North Ave & Oak Park,
15290.0,SHERIDAN 3900N,BROADWAY,EB,NS,151,,CHICAGO,Sheridan & Broadway,17031060700
8060.0,43RD STREET,COTTAGE GROVE,EB,NS,43,,CHICAGO,43rd Street & Cottage Grove,17031381000
7464.0,35TH STREET,OAKLEY,EB,NS,35,,CHICAGO,35th Street & Oakley,17031590500
1634.0,51ST STREET,CHAMPLAIN,EB,MT,15,,CHICAGO,51st Street & Champlain,17031400100
11872.0,CALIFORNIA,MORSE,SB,NS,93,,CHICAGO,California & Morse,17031020300
5184.0,RACINE,70TH STREET,SB,NS,44,,CHICAGO,Racine & 70th Street,17031671700
5199.0,RACINE,85TH STREET,SB,NS,44,,CHICAGO,Racine & 85th Street,17031711100
9803.0,HIGGINS,MARMORA,NWB,NS,88,,CHICAGO,Higgins & Marmora,17031110400
4226.0,CALIFORNIA,WALNUT,SB,FS,94,,CHICAGO,California & Walnut,17031270200
2838.0,COTTAGE GROVE,112TH STREET,SB,MT,"4,111A,115",,CHICAGO,Cottage Grove & 112th Street,17031491400
11874.0,CALIFORNIA,NORTH SHORE,SB,NS,93,,CHICAGO,California & North Shore,17031020600
9294.0,LAKE SHR.DR.W.,WELLINGTON,SB,NS,77,,CHICAGO,Lake Shore Drive & Wellington,17031063200
8900.0,DAMEN,13TH STREET,NB,NS,50,,CHICAGO,Damen & 13th Street,17031284100
227.0,HARRISON,KEDZIE,WB,NS,7,,CHICAGO,Harrison & Kedzie,17031271200
14904.0,ADDISON,FREMONT,EB,FS,152,,CHICAGO,Addison & Fremont,17031061700
8156.0,47TH STREET,WESTERN BOULEVARD,EB,FS,"47,48",,CHICAGO,47th Street & Western Boulevard,17031611500
4778.0,FOSTER,WASHTENAW,EB,NT,92,,CHICAGO,Foster & Washtenaw,17031040200
10.0,JACKSON,LEAMINGTON,EB,FS,126,,CHICAGO,Jackson & Leamington,17031252200
11662.0,TOUHY,MOBILE,EB,NS,85A,,CHICAGO,Touhy & Mobile,17031120100
2871.0,111TH STREET,ASHLAND,EB,NS,111,,CHICAGO,111th Street & Ashland,17031750500
10186.0,67TH STREET,INGLESIDE,EB,MT,"N5,67",N5,CHICAGO,67th Street & Ingleside,17031690600
8394.0,WESTERN,LE MOYNE,NB,NS,49,N49,CHICAGO,Western & Le Moyne,17031241200
11221.0,CENTRAL PARK,DOUGLAS BLVD,NB,NS,82,,CHICAGO,Central Park & Douglas Blvd,17031291200
11728.0,RIDGELAND,ERIE,NB,NS,86,,OAK PARK,Ridgeland & Erie,
12895.0,PULASKI,106TH STREET,NB,NS,53A,,CHICAGO,Pulaski & 106th Street,17031740200
1696.0,WESTERN,ESTES(north leg),SB,NT,49B,,CHICAGO,Western & Estes,17031020300
4863.0,MARINE DRIVE,GORDON TERRACE,SB,FS,"136,146",,CHICAGO,Marine Drive & Gordon Terrace,17031031400
15721.0,HARLEM,DICKENS,SB,NS,"90,307",,ELMWOOD PARK,Harlem & Dickens,
14028.0,AVENUE O,BRAINARD 13800 S,SB,NS,30,,BURNHAM,Avenue O & Brainard (13800 S),
10261.0,CICERO,18TH STREET,SB,NS,54,,CICERO,Cicero & 18th Street,
1650.0,S HYDE PARK,5200 SOUTH,SB,MB,"6,28",,CHICAGO,5200 S S Hyde Park,17031410100
9295.0,LAKE SHR.DR.W.,OAKDALE,SB,NS,77,,CHICAGO,Lake Shore Drive & Oakdale,17031063300
10254.0,CICERO,FIFTH AVENUE,SB,NT,54,,CHICAGO,Cicero & Fifth Avenue,17031252300
10458.0,SKOKIE BLVD,LEE,SB,NS,54A,,SKOKIE,Skokie Blvd & Lee,
7285.0,AVENUE O,113TH STREET,SB,NS,30,,CHICAGO,Avenue O & 113th Street,17031520600
15968.0,SOUTH CHICAGO,CONSTANCE,NWB,FS,30,,CHICAGO,South Chicago & Constance,17031460500
11159.0,HOMAN,POTOMAC,SB,NS,82,,CHICAGO,Homan & Potomac,17031230900
10462.0,SKOKIE BLVD,OAKTON,SB,FS,54A,,SKOKIE,Skokie Blvd & Oakton,
12470.0,ADDISON,ORANGE,EB,NS,152,,CHICAGO,Addison & Orange,17031170700
7602.0,MICHIGAN,116TH STREET,NB,NS,"34,119",N34,CHICAGO,Michigan & 116th Street,17031530100
7074.0,COMMERCIAL,90TH STREET,SB,NS,"N5,26,71",N5,CHICAGO,Commercial & 90th Street,17031460900
850.0,NORTH AVENUE,EAST,EB,NS,72,,OAK PARK,North Ave & East,
3458.0,95TH STREET,WALLACE,WB,NS,"N9,95,108,112",N9,CHICAGO,95th Street & Wallace,17031730100
12945.0,PULASKI,36TH STREET,NB,NT,53A,,CHICAGO,Pulaski & 36th Street,17031302000
7072.0,COMMERCIAL,88TH STREET,SB,NS,"N5,26,71",N5,CHICAGO,Commercial & 88th Street,17031460700
10339.0,CICERO,28TH STREET,SB,NS,"35,54B",,CICERO,Cicero & 28th Street,
5616.0,IRVING PARK,MELVINA,EB,NS,80,,CHICAGO,Irving Park & Melvina,17031170200
2600.0,95TH STREET,LANGLEY,WB,NS,"4,N5,95,115",N5,CHICAGO,95th Street & Langley,17031490400
18050.0,60TH STREET,915 EAST,EB,MB,2,,CHICAGO,915 E. 60th Street,17031420400
18129.0,HARRISON,DAMEN,EB,FS,7,,CHICAGO,Harrison & Damen,17031282900
18130.0,HARRISON,WESTERN,WB,FS,7,,CHICAGO,Harrison & Western,17031282700
18131.0,HARRISON,CALIFORNIA,WB,FS,7,,CHICAGO,Harrison & California,17031271100
18132.0,IRVING PARK,FOREST PRESERVE,EB,NS,80,,CHICAGO,Irving Park & Forest Preserve,17031170400
18263.0,BELMONT,WOLCOTT,EB,FS,77,N77,CHICAGO,Belmont & Wolcott,17031051300
18300.0,BROADWAY,THORNDALE,SB,FS,36,,CHICAGO,Broadway & Thorndale,17031030500
18299.0,WESTERN,FULTON,SB,FS,49,N49,CHICAGO,Western & Fulton,17031280600
18298.0,WESTERN,JACKSON,SB,FS,"49,X49",N49,CHICAGO,Western & Jackson,17031280800
10096.0,69TH STREET,HALSTED,WB,NS,67,,CHICAGO,69th Street & Halsted,17031681200
12969.0,59TH STREET,CALIFORNIA,EB,NS,59,,CHICAGO,59th Street & California,17031660300
10235.0,CICERO,IOWA,SB,NS,54,,CHICAGO,Cicero & Iowa,17031251000
12609.0,ADDISON,MELVINA,WB,NS,152,,CHICAGO,Addison & Melvina,17031170200
15676.0,DIVISION,WELLS,WB,FS,70,,CHICAGO,Division & Wells,17031080300
15043.0,CHICAGO,ROCKWELL,EB,FS,66,N66,CHICAGO,Chicago & Rockwell,17031242800
4521.0,ARCHER,LOCKWOOD,SWB,NS,"62,62H",,CHICAGO,Archer & Lockwood,17031560700
4094.0,CORTLAND,SOUTHPORT,WB,NS,73,,CHICAGO,Cortland & Southport,17031070900
2543.0,COTTAGE GROVE,41ST STREET (south leg),SB,NS,4,N4,CHICAGO,Cottage Grove & 41st Street,17031380100
2357.0,STATE,BALBO,NB,NS,"29,130,146",,CHICAGO,State & Balbo,17031320600
15475.0,ASHLAND,2700 SOUTH,SB,FS,9,N9,CHICAGO,2700 S Ashland,17031311400
8741.0,DAMEN,49TH STREET,NB,FS,48,,CHICAGO,Damen & 49th Street,17031611400
12114.0,YATES,97TH STREET,NB,NT,100,,CHICAGO,Yates & 97th Street,17031510200
12921.0,PULASKI,66TH STREET,NB,NS,53A,,CHICAGO,Pulaski & 66th Street,17031650300
5733.0,IRVING PARK,MOBILE (west leg),WB,NS,80,,CHICAGO,Irving Park & Mobile,17031150500
9734.0,GUNNISON,RUTHERFORD,WB,NS,81W,,HARWOOD HEIGHTS,Gunnison & Rutherford,17031810501
5740.0,IRVING PARK,SAYRE,WB,NT,80,,CHICAGO,Irving Park & Sayre,17031170100
9502.0,87TH STREET,THROOP,WB,NS,87,N87,CHICAGO,87th Street & Throop,17031711100
1167.0,SHERIDAN 3900N,FREMONT,WB,FS,151,,CHICAGO,Sheridan & Fremont,17031060700
6814.0,18TH STREET,LAFLIN,WB,NS,18,,CHICAGO,18th Street & Laflin,17031310600
350.0,ROOSEVELT,TALMAN,WB,NT,12,,CHICAGO,Roosevelt & Talman,17031290100
9357.0,BELMONT,ORANGE (79TH AVENUE),WB,NS,77,,CHICAGO,Belmont & Orange (79th Avenue),17031170700
9516.0,87TH STREET,SACRAMENTO (west leg),WB,NS,87,,CHICAGO,87th Street & Sacramento,17031700500
8079.0,47TH STREET,THROOP,WB,NT,47,,CHICAGO,47th Street & Throop,17031610200
974.0,NORTH AVENUE,KILPATRICK,WB,NS,72,,CHICAGO,North Ave & Kilpatrick,17031250100
8085.0,47TH STREET,WOLCOTT,WB,NS,47,,CHICAGO,47th Street & Wolcott,17031610300
3516.0,HOWARD,ELMWOOD,WB,NS,"97,201,206",,EVANSTON,Howard & Elmwood,
2907.0,111TH STREET,300 EAST,WB,MB,111,,CHICAGO,300 E 111th Street,17031490900
6840.0,16TH STREET,KILDARE,WB,NS,18,,CHICAGO,16th Street & Kildare,17031290900
16127.0,HALSTED,47TH STREET,SB,FS,8,,CHICAGO,Halsted & 47th Street,17031611000
17142.0,47TH STREET,ST. LAWRENCE,EB,FS,47,,CHICAGO,47th Street & St. Lawrence,17031382000
5972.0,CLARK,ARCHER,NB,FS,24,,CHICAGO,Clark & Archer,17031330200
15233.0,MILWAUKEE,LEAVITT,SEB,FS,56,,CHICAGO,Milwaukee & Leavitt,17031240500
17339.0,KEDZIE,59TH STREET,SB,FS,"52,52A",,CHICAGO,Kedzie & 59th Street,17031660400
8994.0,PULASKI sv.dr.,BLUE LINE STATION,SB,MB,53,N53,CHICAGO,Irving Park Blue Line Station,17031161000
17257.0,ASHLAND,45TH STREET,NB,FS,9,N9,CHICAGO,Ashland & 45th Street,17031610200
17146.0,ADDISON,CICERO,EB,FS,152,,CHICAGO,Addison & Cicero,17031151000
7708.0,PERSHING,LEAVITT,EB,NS,39,,CHICAGO,Pershing & Leavitt,17031610300
7776.0,PERSHING,LEAVITT,WB,MT,39,,CHICAGO,Pershing & Leavitt,17031590500
4268.0,CALIFORNIA,PERSHING,SB,NS,94,,CHICAGO,California & Pershing,17031580200
15797.0,CERMAK,CALIFORNIA,WB,FS,21,,CHICAGO,Cermak & California,17031300200
6572.0,VINCENNES,97TH PLACE,SB,NS,112,,CHICAGO,Vincennes & 97th Place,17031730400
8825.0,DAMEN,BELLE PLAINE,SB,NT,50,,CHICAGO,Damen & Belle Plaine,17031050200
5496.0,MILWAUKEE,CHICAGO,SEB,NS,56,,CHICAGO,Milwaukee & Chicago,17031241800
15764.0,NAGLE,GUNNISON,SB,NS,86,,HARWOOD HEIGHTS,Nagle & Gunnison,17031810501
4510.0,ARCHER,KILDARE,SWB,NS,62,N62,CHICAGO,Archer & Kildare,17031570300
6575.0,VINCENNES,100TH PLACE,SB,NS,112,,CHICAGO,Vincennes & 100th Place,17031730600
9885.0,NORTHWEST HWY,MENARD,NWB,NS,68,,CHICAGO,Northwest Hwy & Menard,17031110200
5489.0,MILWAUKEE,DIVISION,SEB,NS,56,,CHICAGO,Milwaukee & Division,17031241600
2454.0,LAFAYETTE,87TH STREET,SB,FS,29,,CHICAGO,Lafayette & 87th Street,17031440500
1451.0,CLARK,LASALLE,NWB,FS,"22,36,73",N22,CHICAGO,Clark & LaSalle,17031071500
2414.0,STATE,4900 SOUTH,SB,MB,29,,CHICAGO,4900 S State,17031381700
11127.0,KIMBALL,LAWRENCE,SB,FS,82,,CHICAGO,Kimball & Lawrence (Brown Line),17031140700
9054.0,PULASKI,OGDEN,SB,FS,53,,CHICAGO,Pulaski & Ogden,17031292600
6054.0,ASHLAND,CULLERTON,SB,NS,9,N9,CHICAGO,Ashland & Cullerton,17031310800
12492.0,ADDISON,MARMORA,EB,NS,152,,CHICAGO,Addison & Marmora,17031151200
7724.0,PERSHING,PRINCETON (west leg),EB,NT,39,,CHICAGO,Pershing & Princeton,17031370100
3436.0,63RD STREET,PRAIRIE,EB,NT,63,N63,CHICAGO,63rd Street & Prairie,17031690100
2936.0,115TH STREET,LAFLIN (east leg),EB,NS,115,,CHICAGO,115th Street & Laflin,17031530300
11325.0,MONTROSE,KNOX,EB,NS,78,,CHICAGO,Montrose & Knox,17031160200
6973.0,CERMAK,HOME,EB,NS,"21,322",,BERWYN,Cermak & Home,
4693.0,PULASKI,115TH STREET,NB,FS,53A,,CHICAGO,Pulaski & 115th Street,17031740400
3391.0,63RD STREET,CENTRAL PARK (east leg),EB,FS,63,N63,CHICAGO,63rd Street & Central Park,17031660500
10193.0,67TH STREET,KENWOOD,EB,NT,"N5,67",N5,CHICAGO,67th Street & Kenwood,17031690600
388.0,MADISON,MAYFIELD (east leg),EB,NS,20,N20,CHICAGO,Madison & Mayfield,17031252100
11652.0,CALDWELL,JEAN,NWB,NS,85A,,CHICAGO,Caldwell & Jean,17031120100
13148.0,RIDGE,HULL TERRACE,SB,NS,"201,206",,EVANSTON,Ridge & Hull Terrace,
9027.0,PULASKI,ERIE,SB,NT,"53,N66","N53,N66",CHICAGO,Pulaski & Erie,17031231400
10053.0,KEDZIE,110TH STREET,SB,NS,52A,,CHICAGO,Kedzie & 110th Street,17031740300
10209.0,CICERO,CORNELIA (south leg),SB,NS,54,,CHICAGO,Cicero & Cornelia,17031151000
2556.0,COTTAGE GROVE,53RD STREET,SB,MT,"2,4",N4,CHICAGO,Cottage Grove & 53rd Street,17031400300
16006.0,AUSTIN,CORNELIA,SB,FS,91,,CHICAGO,Austin & Cornelia,17031171100
8799.0,DAMEN,81ST STREET,SB,NT,48,,CHICAGO,Damen & 81st Street,17031710500
1795.0,CLARK,GLENLAKE,SB,NS,22,N22,CHICAGO,Clark & Glenlake,17031030300
14170.0,MILWAUKEE,IMLAY,SWB,TERM,86,,CHICAGO,Milwaukee & Imlay Terminal,17031100200
8222.0,WESTERN,THOMAS,SB,NS,49,N49,CHICAGO,Western & Thomas,17031242500
15734.0,HARLEM,CHICAGO,SB,NS,"90,307,318",,RIVER FOREST,Harlem & Chicago,
6529.0,WELLS,5600 SOUTH,SB,MB,"24,59",,CHICAGO,5600 S Wells,17031680200
11166.0,HOMAN,OHIO,SB,NS,82,,CHICAGO,Homan & Ohio,17031231500
8975.0,PULASKI,ARDMORE,SB,NT,53,,CHICAGO,Pulaski & Ardmore,17031130200
17122.0,ROOSEVELT,CAMPBELL (east leg),EB,NT,12,,CHICAGO,Roosevelt & Campbell,17031284300
355.0,ROOSEVELT,ALBANY,WB,NS,12,,CHICAGO,Roosevelt & Albany,17031290300
3857.0,LARAMIE,CONGRESS,NB,NS,57,,CHICAGO,Laramie & Congress,17031252200
11667.0,TOUHY,LEHIGH,EB,NS,85A,,CHICAGO,Touhy & Lehigh,17031120100
17594.0,KEDZIE,ADAMS,NB,FS,52,,CHICAGO,Kedzie & Adams,17031271200
17613.0,DAMEN,66TH STREET,SB,FS,48,,CHICAGO,Damen & 66th Street,17031671400
5306.0,JEFFERY,72ND STREET,NB,FS,"N5,15",N5,CHICAGO,Jeffery & 72nd Street,17031430600
2495.0,COTTAGE GROVE,62ND STREET,NB,NS,4,N4,CHICAGO,Cottage Grove & 62nd Street,17031420400
10075.0,67TH STREET,MINERVA,WB,NS,"N5,67",N5,CHICAGO,67th Street & Minerva,17031420900
1680.0,WESTERN,ALBION,NB,NS,49B,,CHICAGO,Western & Albion,17031020500
2938.0,115TH STREET,THROOP,EB,NS,115,,CHICAGO,115th Street & Throop,17031530300
3577.0,GOLF ROAD,LAMON,EB,FS,"54A,97",,SKOKIE,Golf Road & Lamon,
959.0,NORTH AVENUE,SPAULDING (west leg),WB,NS,72,,CHICAGO,North Ave & Spaulding,17031230200
13037.0,61ST STREET,EBERHART,WB,NS,"N4,59",N4,CHICAGO,61st Street & Eberhart,17031420600
16142.0,NORTH AVENUE,ORCHARD,WB,NS,"N9,72",N9,CHICAGO,North Ave & Orchard,17031071800
830.0,GRAND,MAJOR,WB,NS,65,,CHICAGO,Grand & Major,17031191300
3465.0,95TH STREET,RACINE,WB,NS,"N9,95",N9,CHICAGO,95th Street & Racine,17031730200
4709.0,DOUGLAS BLVD,ST. LOUIS,WB,NS,82,,CHICAGO,Douglas Blvd & St. Louis,17031291200
14024.0,BRAINARD,BUFFALO (METRA ENTRANCE),SEB,MB,30,,CHICAGO,Hegewisch Metra Station,17031550200
9846.0,TALCOTT,CANFIELD,NWB,NS,88,,CHICAGO,Talcott & Canfield,17031100400
4397.0,ARCHER,LARAMIE,NEB,NS,"62,62H",,CHICAGO,Archer & Laramie,17031560700
15150.0,CENTRAL,BERTEAU,NB,FS,85,,CHICAGO,Central & Berteau,17031150300
3874.0,LARAMIE,AUGUSTA,NB,NS,57,,CHICAGO,Laramie & Augusta,17031251100
9098.0,PULASKI,OHIO,NB,NS,53,N53,CHICAGO,Pulaski & Ohio,17031231500
2073.0,DIVISION,RICHMOND,WB,MT,70,,CHICAGO,Division & Richmond,17031240900
8726.0,DAMEN,63RD STREET,NB,NS,48,,CHICAGO,Damen & 63rd Street,17031671300
12559.0,ADDISON,GREENVIEW,WB,NS,152,,CHICAGO,Addison & Greenview,17031060400
12364.0,111TH STREET,HOYNE,WB,NS,112,,CHICAGO,111th Street & Hoyne,17031750200
11294.0,KIMBALL,THORNDALE,NB,NS,82,,CHICAGO,Kimball & Thorndale,17031130300
8002.0,43RD STREET,KING DRIVE,WB,NS,43,,CHICAGO,43rd Street & King Drive,17031380200
17961.0,31ST,BEACH,NB,TERM,35,,CHICAGO,31st Street Beach,17031350100
18483.0,ARMITAGE,WESTERN,WB,FS,73,,CHICAGO,Armitage & Western,17031221500
18482.0,ARMITAGE,WESTERN,EB,FS,73,,CHICAGO,Armitage & Western,17031222200
